record,sample,symbol,label
100,53063,N,0
100,53341,N,0
100,53631,N,0
100,53923,N,0
100,54219,N,0
100,54507,N,0
100,54784,N,0
100,55064,N,0
100,55343,N,0
100,55625,N,0
100,55908,N,0
100,56207,N,0
100,56502,N,0
100,56784,N,0
100,57055,N,0
100,57333,N,0
100,57615,N,0
100,57900,N,0
100,58192,N,0
100,58490,N,0
100,58788,N,0
100,59077,N,0
100,59354,N,0
100,59631,N,0
100,59919,N,0
100,60214,N,0
100,60515,N,0
100,60817,N,0
100,61105,N,0
100,61391,N,0
100,61680,N,0
100,61963,N,0
100,62247,N,0
100,62547,N,0
100,62852,N,0
100,63154,N,0
100,63438,N,0
100,63711,N,0
100,63998,N,0
100,64288,N,0
100,64581,N,0
100,64876,N,0
100,65174,N,0
100,65464,N,0
100,65750,N,0
100,66030,N,0
100,66307,N,0
100,66604,N,0
100,66792,A,1
100,67130,N,0
100,67434,N,0
100,67728,N,0
100,68007,N,0
100,68302,N,0
100,68594,N,0
100,68886,N,0
100,69191,N,0
100,69503,N,0
100,69796,N,0
100,70073,N,0
100,70357,N,0
100,70643,N,0
100,70941,N,0
100,71240,N,0
100,71539,N,0
100,71845,N,0
100,72138,N,0
100,72417,N,0
100,72703,N,0
100,72998,N,0
100,73301,N,0
100,73611,N,0
100,73911,N,0
100,74196,N,0
100,74483,N,0
100,74767,N,0
100,74986,A,1
100,75332,N,0
100,75632,N,0
100,75934,N,0
100,76233,N,0
100,76515,N,0
100,76785,N,0
100,77074,N,0
100,77366,N,0
100,77663,N,0
100,77954,N,0
100,78251,N,0
100,78539,N,0
100,78824,N,0
100,79100,N,0
100,79386,N,0
100,79689,N,0
100,79991,N,0
100,80290,N,0
100,80583,N,0
100,80868,N,0
100,81152,N,0
100,81439,N,0
100,81730,N,0
100,82030,N,0
100,82335,N,0
100,82636,N,0
100,82927,N,0
100,83209,N,0
100,83492,N,0
100,83794,N,0
100,84103,N,0
100,84407,N,0
100,84709,N,0
100,85010,N,0
100,85303,N,0
100,85580,N,0
100,85870,N,0
100,86171,N,0
100,86478,N,0
100,86780,N,0
100,87079,N,0
100,87364,N,0
100,87652,N,0
100,87941,N,0
100,88232,N,0
100,88530,N,0
100,88834,N,0
100,89135,N,0
100,89421,N,0
100,89703,N,0
100,89988,N,0
100,90286,N,0
100,90590,N,0
100,90885,N,0
100,91190,N,0
100,91481,N,0
100,91761,N,0
100,92046,N,0
100,92338,N,0
100,92633,N,0
100,92944,N,0
100,93246,N,0
100,93534,N,0
100,93824,N,0
100,94102,N,0
100,94395,N,0
100,94693,N,0
100,94996,N,0
100,95298,N,0
100,95606,N,0
100,95893,N,0
100,96171,N,0
100,96450,N,0
100,96746,N,0
100,97050,N,0
100,97348,N,0
100,97644,N,0
100,97936,N,0
100,98228,N,0
100,98508,N,0
100,98789,N,0
100,99084,N,0
100,99382,N,0
100,99579,A,1
100,99930,N,0
100,100218,N,0
100,100496,N,0
100,100781,N,0
100,101071,N,0
100,101361,N,0
100,101653,N,0
100,101941,N,0
100,102234,N,0
100,102516,N,0
100,102793,N,0
100,103074,N,0
100,103371,N,0
100,103669,N,0
100,103964,N,0
100,104261,N,0
100,104545,N,0
100,104830,N,0
100,105118,N,0
100,105407,N,0
100,105707,N,0
100,106015,N,0
100,106314,N,0
100,106600,N,0
100,106882,N,0
100,107159,N,0
100,107453,N,0
100,107750,N,0
100,108045,N,0
100,108342,N,0
100,108643,N,0
100,108926,N,0
100,109199,N,0
100,109486,N,0
100,109772,N,0
100,110076,N,0
100,110374,N,0
100,110673,N,0
100,110963,N,0
100,111244,N,0
100,111524,N,0
100,111810,N,0
100,112108,N,0
100,112405,N,0
100,112710,N,0
100,113000,N,0
100,113281,N,0
100,113562,N,0
100,113850,N,0
100,114142,N,0
100,114428,N,0
100,114716,N,0
100,115000,N,0
100,115280,N,0
100,115547,N,0
100,115815,N,0
100,116084,N,0
100,116369,N,0
100,116654,N,0
100,116939,N,0
100,117213,N,0
100,117494,N,0
100,117766,N,0
100,118044,N,0
100,118323,N,0
100,118607,N,0
100,118911,N,0
100,119215,N,0
100,119509,N,0
100,119791,N,0
100,120077,N,0
100,120376,N,0
100,120676,N,0
100,120990,N,0
100,121300,N,0
100,121604,N,0
100,121889,N,0
100,122170,N,0
100,122460,N,0
100,122750,N,0
100,123050,N,0
100,123360,N,0
100,123664,N,0
100,123936,N,0
100,124221,N,0
100,124507,N,0
100,124775,N,0
100,125060,N,0
100,125355,N,0
100,125648,N,0
100,125926,N,0
100,126203,N,0
100,126476,N,0
100,126746,N,0
100,127025,N,0
100,127313,N,0
100,127603,N,0
100,127892,N,0
100,128085,A,1
100,128423,N,0
100,128698,N,0
100,128958,N,0
100,129230,N,0
100,129519,N,0
100,129798,N,0
100,130057,N,0
100,130318,N,0
100,130568,N,0
100,130818,N,0
100,131073,N,0
100,131326,N,0
100,131584,N,0
100,131851,N,0
100,132122,N,0
100,132381,N,0
100,132629,N,0
100,132883,N,0
100,133132,N,0
100,133390,N,0
100,133662,N,0
100,133933,N,0
100,134197,N,0
100,134463,N,0
100,134737,N,0
100,134990,N,0
100,135243,N,0
100,135504,N,0
100,135780,N,0
100,136061,N,0
100,136350,N,0
100,136630,N,0
100,136899,N,0
100,137170,N,0
100,137449,N,0
100,137729,N,0
100,138008,N,0
100,138304,N,0
100,138598,N,0
100,138888,N,0
100,139164,N,0
100,139440,N,0
100,139719,N,0
100,140009,N,0
100,140302,N,0
100,140599,N,0
100,140881,N,0
100,141152,N,0
100,141423,N,0
100,141684,N,0
100,141943,N,0
100,142207,N,0
100,142479,N,0
100,142747,N,0
100,143010,N,0
100,143265,N,0
100,143515,N,0
100,143766,N,0
100,144025,N,0
100,144286,N,0
100,144557,N,0
100,144832,N,0
100,145111,N,0
100,145381,N,0
100,145647,N,0
100,145902,N,0
100,146170,N,0
100,146445,N,0
100,146737,N,0
100,147013,N,0
100,147290,N,0
100,147565,N,0
100,147832,N,0
100,148099,N,0
100,148363,N,0
100,148637,N,0
100,148916,N,0
100,149204,N,0
100,149488,N,0
100,149768,N,0
100,150030,N,0
100,150303,N,0
100,150575,N,0
100,150849,N,0
100,151122,N,0
100,151407,N,0
100,151700,N,0
100,151974,N,0
100,152237,N,0
100,152510,N,0
100,152781,N,0
100,153067,N,0
100,153362,N,0
100,153644,N,0
100,153922,N,0
100,154193,N,0
100,154470,N,0
100,154741,N,0
100,155009,N,0
100,155291,N,0
100,155588,N,0
100,155865,N,0
100,156132,N,0
100,156395,N,0
100,156648,N,0
100,156906,N,0
100,157168,N,0
100,157430,N,0
100,157695,N,0
100,157960,N,0
100,158233,N,0
100,158489,N,0
100,158730,N,0
100,158974,N,0
100,159225,N,0
100,159479,N,0
100,159738,N,0
100,160001,N,0
100,160260,N,0
100,160507,N,0
100,160755,N,0
100,161005,N,0
100,161254,N,0
100,161499,N,0
100,161764,N,0
100,162035,N,0
100,162308,N,0
100,162573,N,0
100,162835,N,0
100,163093,N,0
100,163362,N,0
100,163629,N,0
100,163899,N,0
100,164182,N,0
100,164461,N,0
100,164731,N,0
100,164991,N,0
100,165246,N,0
100,165499,N,0
100,165756,N,0
100,166032,N,0
100,166301,N,0
100,166570,N,0
100,166841,N,0
100,167111,N,0
100,167371,N,0
100,167641,N,0
100,167912,N,0
100,168191,N,0
100,168484,N,0
100,168784,N,0
100,169074,N,0
100,169349,N,0
100,169629,N,0
100,169907,N,0
100,170201,N,0
100,170495,N,0
100,170719,A,1
100,171074,N,0
100,171371,N,0
100,171652,N,0
100,171921,N,0
100,172199,N,0
100,172481,N,0
100,172776,N,0
100,173067,N,0
100,173351,N,0
100,173629,N,0
100,173907,N,0
100,174176,N,0
100,174451,N,0
100,174737,N,0
100,175023,N,0
100,175323,N,0
100,175608,N,0
100,175877,N,0
100,176145,N,0
100,176427,N,0
100,176698,N,0
100,176975,N,0
100,177248,N,0
100,177523,N,0
100,177797,N,0
100,178059,N,0
100,178316,N,0
100,178578,N,0
100,178841,N,0
100,179117,N,0
100,179388,N,0
100,179662,N,0
100,179927,N,0
100,180182,N,0
100,180443,N,0
100,180705,N,0
100,180964,N,0
100,181236,N,0
100,181523,N,0
100,181811,N,0
100,182084,N,0
100,182353,N,0
100,182624,N,0
100,182896,N,0
100,183181,N,0
100,183475,N,0
100,183778,N,0
100,184071,N,0
100,184361,N,0
100,184649,N,0
100,184933,N,0
100,185213,N,0
100,185510,N,0
100,185828,N,0
100,186137,N,0
100,186428,N,0
100,186717,N,0
100,187005,N,0
100,187291,N,0
100,187577,N,0
100,187872,N,0
100,188179,N,0
100,188481,N,0
100,188763,N,0
100,189043,N,0
100,189330,N,0
100,189624,N,0
100,189929,N,0
100,190228,N,0
100,190529,N,0
100,190820,N,0
100,191112,N,0
100,191395,N,0
100,191674,N,0
100,191977,N,0
100,192281,N,0
100,192575,N,0
100,192862,N,0
100,193146,N,0
100,193423,N,0
100,193703,N,0
100,193994,N,0
100,194281,N,0
100,194574,N,0
100,194868,N,0
100,195156,N,0
100,195426,N,0
100,195701,N,0
100,195978,N,0
100,196268,N,0
100,196560,N,0
100,196847,N,0
100,197132,N,0
100,197414,N,0
100,197685,N,0
100,197950,N,0
100,198224,N,0
100,198504,N,0
100,198791,N,0
100,199075,N,0
100,199353,N,0
100,199619,N,0
100,199894,N,0
100,200161,N,0
100,200434,N,0
100,200714,N,0
100,200993,N,0
100,201271,N,0
100,201545,N,0
100,201806,N,0
100,202067,N,0
100,202339,N,0
100,202614,N,0
100,202896,N,0
100,203182,N,0
100,203468,N,0
100,203741,N,0
100,204021,N,0
100,204299,N,0
100,204574,N,0
100,204854,N,0
100,205158,N,0
100,205459,N,0
100,205737,N,0
100,206016,N,0
100,206288,N,0
100,206567,N,0
100,206844,N,0
100,207130,N,0
100,207421,N,0
100,207724,N,0
100,208004,N,0
100,208277,N,0
100,208548,N,0
100,208822,N,0
100,209100,N,0
100,209392,N,0
100,209683,N,0
100,209973,N,0
100,210256,N,0
100,210534,N,0
100,210809,N,0
100,211085,N,0
100,211364,N,0
100,211654,N,0
100,211951,N,0
100,212228,N,0
100,212502,N,0
100,212777,N,0
100,213058,N,0
100,213326,N,0
100,213606,N,0
100,213894,N,0
100,214181,N,0
100,214465,N,0
100,214738,N,0
100,215005,N,0
100,215280,N,0
100,215563,N,0
100,215850,N,0
100,216141,N,0
100,216431,N,0
100,216710,N,0
100,216990,N,0
100,217268,N,0
100,217547,N,0
100,217824,N,0
100,218122,N,0
100,218416,N,0
100,218703,N,0
100,218972,N,0
100,219246,N,0
100,219529,N,0
100,219813,N,0
100,220098,N,0
100,220391,N,0
100,220691,N,0
100,220977,N,0
100,221252,N,0
100,221527,N,0
100,221804,N,0
100,222081,N,0
100,222375,N,0
100,222666,N,0
100,222951,N,0
100,223227,N,0
100,223507,N,0
100,223783,N,0
100,224047,N,0
100,224328,N,0
100,224621,N,0
100,224915,N,0
100,225195,N,0
100,225472,N,0
100,225743,N,0
100,226024,N,0
100,226296,N,0
100,226573,N,0
100,226863,N,0
100,227144,N,0
100,227427,N,0
100,227702,N,0
100,227975,N,0
100,228238,N,0
100,228516,N,0
100,228808,N,0
100,229094,N,0
100,229376,N,0
100,229660,N,0
100,229936,N,0
100,230214,N,0
100,230485,N,0
100,230761,N,0
100,231058,N,0
100,231357,N,0
100,231638,N,0
100,231913,N,0
100,232190,N,0
100,232459,N,0
100,232732,N,0
100,233016,N,0
100,233301,N,0
100,233588,N,0
100,233875,N,0
100,234151,N,0
100,234415,N,0
100,234684,N,0
100,234959,N,0
100,235249,N,0
100,235547,N,0
100,235828,N,0
100,236108,N,0
100,236390,N,0
100,236664,N,0
100,236927,N,0
100,237205,N,0
100,237495,N,0
100,237783,N,0
100,238070,N,0
100,238343,N,0
100,238610,N,0
100,238884,N,0
100,239157,N,0
100,239433,N,0
100,239717,N,0
100,239996,N,0
100,240266,N,0
100,240541,N,0
100,240809,N,0
100,241065,N,0
100,241318,N,0
100,241588,N,0
100,241855,N,0
100,242114,N,0
100,242373,N,0
100,242632,N,0
100,242879,N,0
100,243132,N,0
100,243388,N,0
100,243643,N,0
100,243908,N,0
100,244191,N,0
100,244461,N,0
100,244729,N,0
100,244984,N,0
100,245246,N,0
100,245515,N,0
100,245791,N,0
100,246065,N,0
100,246352,N,0
100,246647,N,0
100,246935,N,0
100,247201,N,0
100,247469,N,0
100,247742,N,0
100,248017,N,0
100,248300,N,0
100,248586,N,0
100,248878,N,0
100,249158,N,0
100,249433,N,0
100,249706,N,0
100,249988,N,0
100,250273,N,0
100,250558,N,0
100,250858,N,0
100,251160,N,0
100,251441,N,0
100,251710,N,0
100,251994,N,0
100,252285,N,0
100,252584,N,0
100,252868,N,0
100,253159,N,0
100,253456,N,0
100,253741,N,0
100,254010,N,0
100,254282,N,0
100,254585,N,0
100,254891,N,0
100,255170,N,0
100,255453,N,0
100,255738,N,0
100,256027,N,0
100,256295,N,0
100,256572,N,0
100,256860,N,0
100,257157,N,0
100,257439,N,0
100,257710,N,0
100,257966,N,0
100,258226,N,0
100,258478,N,0
100,258737,N,0
100,259005,N,0
100,259280,N,0
100,259541,N,0
100,259811,N,0
100,260076,N,0
100,260334,N,0
100,260585,N,0
100,260852,N,0
100,261132,N,0
100,261417,N,0
100,261690,N,0
100,261968,N,0
100,262241,N,0
100,262516,N,0
100,262789,N,0
100,263062,N,0
100,263350,N,0
100,263641,N,0
100,263931,N,0
100,264217,N,0
100,264499,N,0
100,264772,N,0
100,265062,N,0
100,265354,N,0
100,265651,N,0
100,265947,N,0
100,266238,N,0
100,266528,N,0
100,266815,N,0
100,267099,N,0
100,267375,N,0
100,267679,N,0
100,267978,N,0
100,268260,N,0
100,268544,N,0
100,268823,N,0
100,269102,N,0
100,269384,N,0
100,269669,N,0
100,269960,N,0
100,270257,N,0
100,270550,N,0
100,270821,N,0
100,271094,N,0
100,271370,N,0
100,271656,N,0
100,271952,N,0
100,272244,N,0
100,272533,N,0
100,272839,N,0
100,273123,N,0
100,273394,N,0
100,273675,N,0
100,273967,N,0
100,274264,N,0
100,274560,N,0
100,274852,N,0
100,275131,N,0
100,275403,N,0
100,275671,N,0
100,275949,N,0
100,276235,N,0
100,276516,N,0
100,276804,N,0
100,277102,N,0
100,277388,N,0
100,277649,N,0
100,277923,N,0
100,278211,N,0
100,278518,N,0
100,278814,N,0
100,279098,N,0
100,279382,N,0
100,279576,A,1
100,279918,N,0
100,280209,N,0
100,280511,N,0
100,280814,N,0
100,281110,N,0
100,281402,N,0
100,281682,N,0
100,281955,N,0
100,282232,N,0
100,282513,N,0
100,282801,N,0
100,283096,N,0
100,283389,N,0
100,283672,N,0
100,283944,N,0
100,284216,N,0
100,284491,N,0
100,284778,N,0
100,285073,N,0
100,285363,N,0
100,285653,N,0
100,285936,N,0
100,286210,N,0
100,286486,N,0
100,286763,N,0
100,287051,N,0
100,287353,N,0
100,287655,N,0
100,287944,N,0
100,288225,N,0
100,288506,N,0
100,288792,N,0
100,289076,N,0
100,289373,N,0
100,289667,N,0
100,289971,N,0
100,290257,N,0
100,290538,N,0
100,290813,N,0
100,291109,N,0
100,291407,N,0
100,291696,N,0
100,291990,N,0
100,292281,N,0
100,292566,N,0
100,292844,N,0
100,293123,N,0
100,293411,N,0
100,293712,N,0
100,294011,N,0
100,294296,N,0
100,294581,N,0
100,294857,N,0
100,295142,N,0
100,295421,N,0
100,295717,N,0
100,296013,N,0
100,296319,N,0
100,296611,N,0
100,296889,N,0
100,297169,N,0
100,297450,N,0
100,297738,N,0
100,298032,N,0
100,298334,N,0
100,298627,N,0
100,298920,N,0
100,299206,N,0
100,299483,N,0
100,299756,N,0
100,300051,N,0
100,300360,N,0
100,300662,N,0
100,300940,N,0
100,301210,N,0
100,301494,N,0
100,301781,N,0
100,302063,N,0
100,302347,N,0
100,302644,N,0
100,302947,N,0
100,303240,N,0
100,303503,N,0
100,303773,N,0
100,304065,N,0
100,304361,N,0
100,304639,N,0
100,304923,N,0
100,305211,N,0
100,305497,N,0
100,305709,A,1
100,306035,N,0
100,306337,N,0
100,306641,N,0
100,306943,N,0
100,307234,N,0
100,307514,N,0
100,307745,A,1
100,308062,N,0
100,308349,N,0
100,308625,N,0
100,308912,N,0
100,309216,N,0
100,309515,N,0
100,309780,N,0
100,310052,N,0
100,310332,N,0
100,310626,N,0
100,310914,N,0
100,311199,N,0
100,311488,N,0
100,311783,N,0
100,312062,N,0
100,312327,N,0
100,312605,N,0
100,312825,A,1
100,313193,N,0
100,313508,N,0
100,313808,N,0
100,314090,N,0
100,314373,N,0
100,314664,N,0
100,314952,N,0
100,315245,N,0
100,315541,N,0
100,315843,N,0
100,316136,N,0
100,316415,N,0
100,316693,N,0
100,316980,N,0
100,317266,N,0
100,317560,N,0
100,317785,A,1
100,318145,N,0
100,318438,N,0
100,318729,N,0
100,319011,N,0
100,319223,A,1
100,319586,N,0
100,319904,N,0
100,320205,N,0
100,320493,N,0
100,320786,N,0
100,321072,N,0
100,321371,N,0
100,321663,N,0
100,321968,N,0
100,322275,N,0
100,322573,N,0
100,322856,N,0
100,323138,N,0
100,323425,N,0
100,323730,N,0
100,324044,N,0
100,324340,N,0
100,324641,N,0
100,324929,N,0
100,325215,N,0
100,325495,N,0
100,325782,N,0
100,326088,N,0
100,326395,N,0
100,326698,N,0
100,326986,N,0
100,327276,N,0
100,327566,N,0
100,327858,N,0
100,328149,N,0
100,328452,N,0
100,328753,N,0
100,329056,N,0
100,329339,N,0
100,329619,N,0
100,329912,N,0
100,330216,N,0
100,330524,N,0
100,330819,N,0
100,331124,N,0
100,331411,N,0
100,331704,N,0
100,331989,N,0
100,332279,N,0
100,332588,N,0
100,332897,N,0
100,333199,N,0
100,333479,N,0
100,333768,N,0
100,334056,N,0
100,334348,N,0
100,334643,N,0
100,334943,N,0
100,335248,N,0
100,335543,N,0
100,335823,N,0
100,336100,N,0
100,336385,N,0
100,336679,N,0
100,336979,N,0
100,337281,N,0
100,337571,N,0
100,337862,N,0
100,338145,N,0
100,338432,N,0
100,338720,N,0
100,339025,N,0
100,339327,N,0
100,339634,N,0
100,339926,N,0
100,340205,N,0
100,340492,N,0
100,340780,N,0
100,341075,N,0
100,341379,N,0
100,341684,N,0
100,341974,N,0
100,342266,N,0
100,342547,N,0
100,342822,N,0
100,343115,N,0
100,343409,N,0
100,343705,N,0
100,343995,N,0
100,344279,N,0
100,344556,N,0
100,344843,N,0
100,345129,N,0
100,345415,N,0
100,345722,N,0
100,346017,N,0
100,346308,N,0
100,346596,N,0
100,346804,A,1
100,347147,N,0
100,347454,N,0
100,347759,N,0
100,348063,N,0
100,348367,N,0
100,348658,N,0
100,348934,N,0
100,349221,N,0
100,349502,N,0
100,349804,N,0
100,350112,N,0
100,350410,N,0
100,350692,N,0
100,350980,N,0
100,351265,N,0
100,351481,A,1
100,351821,N,0
100,352115,N,0
100,352416,N,0
100,352711,N,0
100,352986,N,0
100,353257,N,0
100,353547,N,0
100,353832,N,0
100,354128,N,0
100,354426,N,0
100,354717,N,0
100,355015,N,0
100,355302,N,0
100,355579,N,0
100,355858,N,0
100,356165,N,0
100,356463,N,0
100,356758,N,0
100,357045,N,0
100,357327,N,0
100,357610,N,0
100,357900,N,0
100,358186,N,0
100,358482,N,0
100,358788,N,0
100,359086,N,0
100,359365,N,0
100,359634,N,0
100,359903,N,0
100,360182,N,0
100,360471,N,0
100,360763,N,0
100,361051,N,0
100,361343,N,0
100,361625,N,0
100,361894,N,0
100,362162,N,0
100,362451,N,0
100,362732,N,0
100,363026,N,0
100,363318,N,0
100,363606,N,0
100,363878,N,0
100,364158,N,0
100,364446,N,0
100,364730,N,0
100,365022,N,0
100,365330,N,0
100,365640,N,0
100,365914,N,0
100,366191,N,0
100,366482,N,0
100,366778,N,0
100,367063,N,0
100,367363,N,0
100,367674,N,0
100,367960,N,0
100,368247,N,0
100,368531,N,0
100,368824,N,0
100,369109,N,0
100,369410,N,0
100,369714,N,0
100,370010,N,0
100,370279,N,0
100,370557,N,0
100,370842,N,0
100,371131,N,0
100,371406,N,0
100,371703,N,0
100,372007,N,0
100,372299,N,0
100,372557,N,0
100,372834,N,0
100,373123,N,0
100,373428,N,0
100,373712,N,0
100,374000,N,0
100,374303,N,0
100,374595,N,0
100,374855,N,0
100,375124,N,0
100,375412,N,0
100,375715,N,0
100,375998,N,0
100,376287,N,0
100,376576,N,0
100,376861,N,0
100,377081,A,1
100,377404,N,0
100,377700,N,0
100,378005,N,0
100,378308,N,0
100,378608,N,0
100,378886,N,0
100,379159,N,0
100,379439,N,0
100,379731,N,0
100,380023,N,0
100,380312,N,0
100,380610,N,0
100,380898,N,0
100,381173,N,0
100,381452,N,0
100,381724,N,0
100,382014,N,0
100,382308,N,0
100,382607,N,0
100,382895,N,0
100,383183,N,0
100,383457,N,0
100,383743,N,0
100,384027,N,0
100,384317,N,0
100,384614,N,0
100,384915,N,0
100,385205,N,0
100,385487,N,0
100,385768,N,0
100,386050,N,0
100,386349,N,0
100,386649,N,0
100,386941,N,0
100,387241,N,0
100,387533,N,0
100,387811,N,0
100,388084,N,0
100,388373,N,0
100,388671,N,0
100,388979,N,0
100,389277,N,0
100,389563,N,0
100,389860,N,0
100,390149,N,0
100,390434,N,0
100,390730,N,0
100,391039,N,0
100,391344,N,0
100,391641,N,0
100,391924,N,0
100,392204,N,0
100,392493,N,0
100,392780,N,0
100,393077,N,0
100,393377,N,0
100,393674,N,0
100,393957,N,0
100,394243,N,0
100,394519,N,0
100,394801,N,0
100,395096,N,0
100,395401,N,0
100,395697,N,0
100,395989,N,0
100,396268,N,0
100,396553,N,0
100,396845,N,0
100,397133,N,0
100,397335,A,1
100,397704,N,0
100,398007,N,0
100,398294,N,0
100,398569,N,0
100,398853,N,0
100,399139,N,0
100,399436,N,0
100,399730,N,0
100,400023,N,0
100,400321,N,0
100,400599,N,0
100,400877,N,0
100,401163,N,0
100,401453,N,0
100,401757,N,0
100,402061,N,0
100,402361,N,0
100,402646,N,0
100,402933,N,0
100,403215,N,0
100,403509,N,0
100,403804,N,0
100,404100,N,0
100,404403,N,0
100,404697,N,0
100,404980,N,0
100,405255,N,0
100,405543,N,0
100,405836,N,0
100,406131,N,0
100,406425,N,0
100,406715,N,0
100,407005,N,0
100,407288,N,0
100,407559,N,0
100,407849,N,0
100,408151,N,0
100,408452,N,0
100,408746,N,0
100,409030,N,0
100,409314,N,0
100,409597,N,0
100,409881,N,0
100,410177,N,0
100,410477,N,0
100,410781,N,0
100,411071,N,0
100,411352,N,0
100,411632,N,0
100,411915,N,0
100,412206,N,0
100,412512,N,0
100,412816,N,0
100,413109,N,0
100,413402,N,0
100,413692,N,0
100,413969,N,0
100,414249,N,0
100,414541,N,0
100,414847,N,0
100,415143,N,0
100,415430,N,0
100,415703,N,0
100,415994,N,0
100,416275,N,0
100,416555,N,0
100,416849,N,0
100,417152,N,0
100,417445,N,0
100,417728,N,0
100,418006,N,0
100,418283,N,0
100,418577,N,0
100,418866,N,0
100,419155,N,0
100,419453,N,0
100,419745,N,0
100,420022,N,0
100,420302,N,0
100,420583,N,0
100,420873,N,0
100,421173,N,0
100,421474,N,0
100,421766,N,0
100,421994,A,1
100,422320,N,0
100,422603,N,0
100,422818,A,1
100,423164,N,0
100,423462,N,0
100,423767,N,0
100,424064,N,0
100,424339,N,0
100,424616,N,0
100,424893,N,0
100,425188,N,0
100,425491,N,0
100,425788,N,0
100,426078,N,0
100,426380,N,0
100,426661,N,0
100,426938,N,0
100,427225,N,0
100,427523,N,0
100,427827,N,0
100,428129,N,0
100,428413,N,0
100,428698,N,0
100,428992,N,0
100,429276,N,0
100,429558,N,0
100,429867,N,0
100,430165,N,0
100,430470,N,0
100,430754,N,0
100,431034,N,0
100,431315,N,0
100,431615,N,0
100,431910,N,0
100,432209,N,0
100,432509,N,0
100,432799,N,0
100,433082,N,0
100,433364,N,0
100,433648,N,0
100,433841,A,1
100,434211,N,0
100,434513,N,0
100,434810,N,0
100,435096,N,0
100,435370,N,0
100,435658,N,0
100,435951,N,0
100,436149,A,1
100,436512,N,0
100,436819,N,0
100,437118,N,0
100,437400,N,0
100,437682,N,0
100,437965,N,0
100,438268,N,0
100,438570,N,0
100,438865,N,0
100,439158,N,0
100,439454,N,0
100,439740,N,0
100,440022,N,0
100,440312,N,0
100,440622,N,0
100,440934,N,0
100,441230,N,0
100,441518,N,0
100,441814,N,0
100,442109,N,0
100,442406,N,0
100,442623,A,1
100,442992,N,0
100,443304,N,0
